Parent	Parent_Index	Parent_Type	Target	Target_Index	Target_Type	Interaction
DAG1	3542	protein	agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin/cortactin/Ach_R/RAPSYN/utrophin_(complex)	542	complex	component>
DAG1	3542	protein	agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin_(complex)	539	complex	component>
DAG1	3542	protein	agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin/cortactin_(complex)	541	complex	component>
spectrin_based_actin_(complex)	14696	complex	Neurofascin/NrCAM/Ankyrin/spectrin_based_actin_(complex)	9567	complex	component>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	ATF2	1370	protein	-a>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	CREB1	3223	protein	-a>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	CEBPA	2677	protein	-a>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	SP1	14674	protein	-a>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	MEF2A	8788	protein	-a>
MAPK11/ERK6/MAPK13/p38_(family)	8600	family	STAT1	14881	protein	-a>
IKKs_(family)	7027	family	protein_ubiquitination_(abstract)	12745	abstract	-a>
Calcium/Troponin_Complex_(complex)	2120	complex	Thin_Filament_With_Troponin_Bound_Calcium_(complex)	15599	complex	component>
COT/AKT1_(complex)	3171	complex	MAP3K14	8578	protein	-a|
NCK1-2/PAK1_(complex)	9333	complex	EGFR/EGFR/EGF/EGF/NCK1-2/PAK1_(complex)	4276	complex	component>
Bcl-2/Bcl-X(L)_(family)	1649	family	Bcl-2/Bcl-X(L)/NLRP1_(complex)	1650	complex	component>
48s_Ribosome_subunit_(complex)	53	complex	40s_Ribosome_subunit/RNA_strand_(complex)	44	complex	component>
48s_Ribosome_subunit_(complex)	53	complex	EIF-2-beta/EIF-2-gamma/EIF-2-alpha_(complex)	4314	complex	component>
ECM_(family)	4147	family	ECM/Integrin-alpha/Integrin-betaTalin/Calpain1/actin_(active1)/p130cas/FAK/CSK/Paxillin/Vinculin/alp_(complex)	4150	complex	component>
ECM_(family)	4147	family	Paxillin/alpha-actinin/Talin/SPTAN1/Integrin-alpha/Integrin-beta/ECM/SRC/Ezrin_(complex)	11462	complex	component>
Trans-cadherin_homodimers_(complex)	15925	complex	CDO/BOC/Trans-cadherin_homodimer/catenin_(complex)	2667	complex	component>
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	PI3K_(complex)	11981	complex	-a|
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	RHOA/GTP_(complex)	13594	complex	-a|
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	FER	5045	protein	-a|
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	FGFR1	5106	protein	-a|
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	PIP5K1C	12084	protein	-a|
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	endothelial_cell_proliferation_(abstract)	4450	abstract	-a>
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	axon_guidance_(abstract)	1539	abstract	-a>
N-cadherin/Ca2+/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	9270	complex	regulation_of_synapse_organization_(abstract)	13417	abstract	-a>
B-cell_antigen/BCR_complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72_(complex)	1550	complex	cell_survival_(abstract)	2708	abstract	-a>
MKNK1	8964	protein	EIF-4E/EIF-4G/EIF-4A_(complex)	4315	complex	-a>
Syntaxin_2_(family)	15185	family	Syntaxins_(family)	15189	family	member>
Syntaxin_2_(family)	15185	family	Syntaxin_fragment_(family)	15187	family	member>
STRAP/PRMT5_(complex)	14977	complex	p53_(tetramer)_(complex)	11278	complex	-a|
Troponin_Complex_(complex)	16001	complex	Thin_Filament_(complex)	15598	complex	component>
PDK1_bound_to_either_PIP3_or_PI(34)P2_(complex)	11644	complex	Active_PKC_theta_bound_to_DAG_(complex)	372	complex	-a>
E2F1/DP/PCAF_(complex)	4107	complex	TP73	15847	protein	-t>
dsRNA/RIG-I/MDA5/IPS-1/RIP-1/FADD/procaspase-8/10_dimer_(complex)	3957	complex	CASP8	2251	protein	-a>
dsRNA/RIG-I/MDA5/IPS-1/RIP-1/FADD/procaspase-8/10_dimer_(complex)	3957	complex	CASP10	2243	protein	-a>
BCL10/MALT1/TRAF6_(complex)	1660	complex	IKBKG	7013	protein	-a|
Ephrin_A5/EPHA3-4-5-6-7_(complex)	4537	complex	RHOA/GTP_(complex)	13594	complex	-a|
Ephrin_A5/EPHA3-4-5-6-7_(complex)	4537	complex	Ephrin_A5/EPHA3-4-5-6-7/Src_Family_Kinases_(complex)	4538	complex	component>
CLTA	2990	protein	CD4/HIV_Nef/AP2/vacuolar_proton-transporting_V-type_ATPase_complex/Coatomer_protein_complex/ARF1/GTP_(complex)	2487	complex	component>
CLTA	2990	protein	Clathrin_(complex)	2934	complex	component>
CLTA	2990	protein	coat_protein/ARF1/ER_cargo_receptor_(complex)	3030	complex	component>
CLTA	2990	protein	coat_protein/ARF1/ER_cargo_receptor_(cy)_(complex)	3031	complex	component>
CLTA	2990	protein	coatomer_protein_complex_(complex)	3033	complex	component>
CLTA	2990	protein	coatomer_protein_complex/ARF1/GTP/ARF-GAP1_(complex)	3035	complex	component>
CLTA	2990	protein	coatomer_protein_complex/ARF1/GTP_(complex)	3034	complex	component>
CLTA	2990	protein	coatomer_protein_complex/ARF1/GTP/ARF-GAP1/ER_cargo_protein_(complex)	3036	complex	component>
CLTA	2990	protein	coatomer_protein_complex/ARF1/GTP/ER_cargo_protein_(complex)	3037	complex	component>
CLTA	2990	protein	coat_protein_(complex)	3029	complex	component>
CLTA	2990	protein	Clathrin_light_chain_(family)	2940	family	member>
AKAP1	561	protein	VEGFR2_(dimer)/VEGFA_(dimer)_(complex)	16547	complex	-a|
EIF2S3	4346	protein	43s_Ribosome_subunit_(complex)	49	complex	component>
EIF2S3	4346	protein	EIF-2-alpha(P)/EIF-2-gamma/EIF-2-beta_(complex)	4313	complex	component>
EIF2S3	4346	protein	EIF-2-alpha(P)/EIF-2-beta/EIF-2-gamma/EIF-2B_(complex)	4312	complex	component>
EIF2S3	4346	protein	EIF-2-beta/EIF-2-gamma/EIF-2-alpha_(complex)	4314	complex	component>
EIF2S3	4346	protein	eIF2_subunit_complex_(complex)	4324	complex	component>
NOTCH1_precursor/Deltex_homolog_1_(complex)	9828	complex	NOTCH/Deltex_homolog_1_(complex)	9815	complex	component>
NOTCH1_precursor/Deltex_homolog_1_(complex)	9828	complex	Delta_1/NOTCH/NOTCH(cleaved)_(complex)	3670	complex	component>
RET51/GFRalpha1/GDNF/IRS1_(complex)	13496	complex	PI3K_(complex)	11981	complex	-a|
RET51/GFRalpha1/GDNF/SHC_(complex)	13498	complex	RET51/GFRalpha1/GDNF/SHC/GAB1/Grb2_(complex)	13499	complex	component>
TNF-alpha/TNFR1A_(complex)	15757	complex	PPARG	12464	protein	-a>
TNF-alpha/TNFR1A_(complex)	15757	complex	RELA	13427	protein	-a|
TNF-alpha/TNFR1A_(complex)	15757	complex	HDAC3	6306	protein	-a|
ATM_(dimer)_(complex)	1399	complex	apoptosis_(abstract)	1116	abstract	-a>
ERBB2IP	4630	protein	Ub-ERBB2/ERBB2IP/Ub-HSP90/CDC37_(complex)	16185	complex	component>
ERBB2IP	4630	protein	Ub-ERBB2/ERBB2IP/HSP90/CDC37_(complex)	16184	complex	component>
CCNG1	2378	protein	Cyclin_G1/PP2A-Bprime_(complex)	3480	complex	component>
RPTOR	13888	protein	mTORC1_(complex)	9109	complex	component>
RPTOR	13888	protein	RPTOR-2	13889	protein	-a>
RPTOR	13888	protein	mTORC1/PRAS40/DEPTOR_(complex)	9113	complex	component>
RPTOR	13888	protein	mTORC1/PRAS40/DEPTOR/PML_(complex)	9115	complex	component>
RPTOR	13888	protein	mTORC1/PRAS40/DEPTOR/14-3-3_family_(complex)	9114	complex	component>
RPTOR	13888	protein	mTORC1_complex_(complex)	9110	complex	component>
RPTOR	13888	protein	mTORC1_complex/14-3-3_family_(complex)	9111	complex	component>
RPTOR	13888	protein	mTORC1/ULK1-2/ATG13/FIP200_(complex)	9116	complex	component>
RPTOR	13888	protein	mTORC1/PGC1A/YY1_(complex)	9112	complex	component>
BRCA1/BACH1_(complex)	1902	complex	BRCA1/BACH1/BARD1_(complex)	1903	complex	component>
ErbB4/ErbB4/neuregulin_2_beta/neuregulin_2_beta_(complex)	4661	complex	PI3K_Class_IA_family_(family)	11989	family	-a|
LPS/TLR4/TLR4/MYD88/IRAK/TRAF6_(complex)	8436	complex	IKK-alpha/MEKK1/NIK_(complex)	7024	complex	-a>
PRKCZ	12599	protein	JNK_family_(family)	7767	family	-a|
PRKCZ	12599	protein	MMP9	8990	protein	-t>
PRKCZ	12599	protein	PKC_(LPA_responsive)_(family)	12115	family	member>
PRKCZ	12599	protein	cell_proliferation_(abstract)	2701	abstract	-a>
PRKCZ	12599	protein	chemotaxis_(abstract)	2819	abstract	-a>
PRKCZ	12599	protein	T_cell_proliferation_(abstract)	15200	abstract	-a>
PP2A-catalytic_subunit_C_(family)	12425	family	PP2A_with_regulatory_subunit_B_alpha_or_B_beta_(complex)	12418	complex	component>
PP2A-catalytic_subunit_C_(family)	12425	family	Serine/threonine-protein_phosphatase_2A_complex_with__regulatory_subunit_PPP2R3B_(complex)	14156	complex	component>
Abr_(family)	152	family	GEF_(family)	5682	family	member>
Abr_(family)	152	family	GAP_proteins_(family)	5621	family	member>
INI1/BRG1/BAF57_(complex)	7380	complex	INI1/BRG1/BAF57/ER_beta/GIOT-4_(complex)	7381	complex	component>
C1GALT1/COSMC_(complex)	1975	complex	Core_1_mucins_(family)	3142	family	-a>
ATR/ATRIP_(complex)	1481	complex	RPA/ATR/ATRIP_(complex)	13768	complex	component>
RARs_(family)	13242	family	RXRs/VDR/DNA/Vit_D3_(complex)	13969	complex	component>
RARs_(family)	13242	family	RARs/TIF2/Cbp/p300/PCAF/9cRA_(complex)	13249	complex	component>
RARs_(family)	13242	family	RARs/Src-1/Cbp/p300/PCAF/9cRA_(complex)	13245	complex	component>
RARs_(family)	13242	family	RXRs/RARs/NRIP1/9cRA/HDAC1_(complex)	13965	complex	component>
RARs_(family)	13242	family	RXRs/RARs/NRIP1/9cRA/HDAC3_(complex)	13966	complex	component>
RARs_(family)	13242	family	RARs/THRs/DNA/SMRT_(complex)	13247	complex	component>
RARs_(family)	13242	family	RARs/THRs/DNA/Src-1_(complex)	13248	complex	component>
RARs_(family)	13242	family	RARs/THRs_(complex)	13246	complex	component>
LEWY_BODY_(complex)	8255	complex	26S_Proteasome_(complex)	33	complex	-a|
LEWY_BODY_(complex)	8255	complex	26S_Proteasome_(complex)	33	complex	-a|
alpha4/beta1_Integrin/Fibronectin/Paxillin/YWHAZ__(dimer)_(complex)	721	complex	CDC42/GTP_(complex)	2573	complex	-a|
RXRs/RARs_(complex)	13963	complex	NRIP1	10000	protein	-t>
KPNA2	8055	protein	SMAD3/SMAD4_(complex)	14492	complex	-a|
KPNA2	8055	protein	PTPN2	12872	protein	-a|
14-3-3_family_(family)	20	family	RAF1/BRAF/14-3-3/14-3-3_(complex)	13142	complex	component>
14-3-3_family_(family)	20	family	BRAF/14-3-3_(complex)	1895	complex	component>
14-3-3_family_(family)	20	family	RAF1/14-3-3_(complex)	13137	complex	component>
14-3-3_family_(family)	20	family	p27Kip1/14-3-3_family_(complex)	11176	complex	component>
14-3-3_family_(family)	20	family	AS160/14-3-3_(complex)	1329	complex	component>
14-3-3_family_(family)	20	family	Ron/MSP/14-3-3_family_(complex)	13756	complex	component>
14-3-3_family_(family)	20	family	mTORC1/PRAS40/DEPTOR/14-3-3_family_(complex)	9114	complex	component>
14-3-3_family_(family)	20	family	PRAS40/14-3-3_family_(complex)	12530	complex	component>
14-3-3_family_(family)	20	family	mTORC1_complex/14-3-3_family_(complex)	9111	complex	component>
14-3-3_family_(family)	20	family	14-3-3_family/chibby/beta_catenin_(complex)	22	complex	component>
14-3-3_family_(family)	20	family	14-3-3_family/BAD/CaM/Ca2+/Calcineurin_A_alpha-beta_B1_(complex)	21	complex	component>
14-3-3_family_(family)	20	family	CDC25B/14-3-3_family_(complex)	2558	complex	component>
14-3-3_family_(family)	20	family	p27Kip1/KPNA1_(complex)	11178	complex	component>
ERBB4jmAcyt1ECD_dimer_(complex)	4667	complex	ERBB4_extracellular_domain_(family)	4639	family	member>
SMAD2-3/SMAD4_(complex)	14469	complex	SMAD2-3/SMAD4/FOXO1-3a-4_(complex)	14471	complex	component>
SMAD2-3/SMAD4_(complex)	14469	complex	SMAD2-3/SMAD4/FOXO1-3a-4/FOXG1_(complex)	14473	complex	component>
ATF1	1369	protein	JUN	7773	protein	-t>
NCOA3	9344	protein	Coactivators_of_PPARalpha_(family)	3028	family	member>
NCOA3	9344	protein	E2/ERA_(dimer)/AIB1_(complex)	4065	complex	component>
NCOA3	9344	protein	PPARG/RXRA/fatty_acid/Mediator/Coactivator_Complex_(complex)	12467	complex	component>
NCOA3	9344	protein	TFF1	15493	protein	-t>
NCOA3	9344	protein	NRIP1	10000	protein	-t>
NCOA3	9344	protein	CBP/p300/ACTR/RXR/CARM1/RAR/retinoids_(complex)	2319	complex	component>
NCOA3	9344	protein	p/CIP/PCAF/TIF2/GRIP1/SRC1_(complex)	10786	complex	component>
NCOA3	9344	protein	RXR/RAR/p/CIP/PCAF/TIF2/GRIP1/SRC1/Retinoids_(complex)	13945	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1_(complex)	15538	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/km23-1_(complex)	15543	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/PPP2R2A_(complex)	15549	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/STRAP/SMAD7_(complex)	15555	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/PML/SARA_(complex)	15547	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/Par6/occludin_(complex)	15545	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/SMAD7/GADD34/PPP1CA_(complex)	15551	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/DAB2_(complex)	15539	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/DAXX_(complex)	15540	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/SMAD7/YAP65_(complex)	15553	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/betaglycan_(complex)	15537	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/Par6/occludin/SMURF1_(complex)	15546	complex	component>
TGFB_family_(dimer)_(family)	15536	family	GPC1/TGFB/TGFBR1/TGFBR2_(complex)	5961	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/STRAP_(complex)	15554	complex	component>
TGFB_family_(dimer)_(family)	15536	family	TGFB/TGFBR2/TGFBR1/SMAD7/GADD34_(complex)	15550	complex	component>
AR/RACK1/Src_(complex)	1155	complex	cell_proliferation_(abstract)	2701	abstract	-a>
EIF1AX	4323	protein	43s_Ribosome_subunit_(complex)	49	complex	-a>
EIF1AX	4323	protein	eIF3/eIGF1A/40S/Met-tRNAi/eIF2/GTP_(complex)	4349	complex	component>
SIK1/14-3-3_family_(complex)	14299	complex	CRTC2	3262	protein	-a>
endocytosis_(abstract)	4439	abstract	FASLG/FAS_(trimer)_(complex)	4965	complex	-a>
endocytosis_(abstract)	4439	abstract	NECD/Delta_1_(complex)	9408	complex	-a|
endocytosis_(abstract)	4439	abstract	NECD/sDelta_1_(complex)	9412	complex	-a|
endocytosis_(abstract)	4439	abstract	IL5/IL5RA/CSF2RB_(hexamer)_(complex)	7251	complex	-a>
endocytosis_(abstract)	4439	abstract	NECD/Jagged_1_(complex)	9409	complex	-a|
beta_TrCP1-2_(family)	1720	family	proteasomal_ubiquitin-dependent_protein_catabolic_process_(abstract)	12725	abstract	-a>
SIK3/14-3-3_family_(complex)	14302	complex	CRTC2	3262	protein	-a>
SNAPc_(complex)	14592	complex	RNA_Polymerase_III/TFIIIB/SNAPc/Type_3_Open_Promoter_Complex_(complex)	13697	complex	component>
VEGF_R_(family)	16483	family	VEGF/VEGF_R_(complex)	16486	complex	component>
EIF2B5	4339	protein	EIF-2-alpha(P)/EIF-2-beta/EIF-2-gamma/EIF-2B_(complex)	4312	complex	component>
EIF2B5	4339	protein	EIF-2-beta/EIF-2-gamma/EIF-2-alpha_(complex)	4314	complex	-a>
MYOD/Cbp/p300_(complex)	9243	complex	MYF6	9213	protein	-t>
LAT/GRAP2/SLP76/VAV1/NCK1_(complex)	8208	complex	CDC42/GTP/WASP_(complex)	2582	complex	-a>
NOTCH4	9838	protein	Notch_4_ligand-bound_fragment-Notch_ligand_complex_(complex)	9813	complex	component>
NOTCH4	9838	protein	NOTCH4/Delta_4_(complex)	9839	complex	component>
YY1	16832	protein	NICD/YY1_(complex)	9728	complex	component>
YY1	16832	protein	YY1/HDAC1_(complex)	16833	complex	component>
YY1	16832	protein	YY1/LSF/HDAC1_(complex)	16837	complex	component>
YY1	16832	protein	mTORC1/PGC1A/YY1_(complex)	9112	complex	component>
DDX5	3609	protein	p53_(tetramer)/Drosha/DGCR8/p68_helicase_(complex)	11279	complex	component>
DDX5	3609	protein	Drosha/DGCR8/p68_helicase_(complex)	3920	complex	component>
Typical_PKCs_(family)	16130	family	MAPKKK_cascade_(abstract)	8619	abstract	-a>
Typical_PKCs_(family)	16130	family	TXA2/TXA2-R_family_(complex)	16093	complex	-a|
Typical_PKCs_(family)	16130	family	VCAM1	16470	protein	-t>
Typical_PKCs_(family)	16130	family	HRAS/GTP_(complex)	6738	complex	-a|
Typical_PKCs_(family)	16130	family	chemotaxis_(abstract)	2819	abstract	-a>
Typical_PKCs_(family)	16130	family	TXA2/TP_alpha_(complex)	16087	complex	-a|
Typical_PKCs_(family)	16130	family	p130Cas/CRK/Src/PYK2_(complex)	11092	complex	-a>
ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta_(complex)	4658	complex	PI3K_Class_IA_family_(family)	11989	family	-a|
ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta_(complex)	4658	complex	cell_proliferation_(abstract)	2701	abstract	-a>
ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta_(complex)	4658	complex	ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta/GRB2/SHC_(complex)	4660	complex	component>
ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta_(complex)	4658	complex	axon_guidance_(abstract)	1539	abstract	-a>
Atypical_PKCs_(family)	1484	family	E-cadherin/beta_catenin/alpha_cateninNUMB/Par3/Par6/Atypical_PKCs_(complex)	4032	complex	component>
Atypical_PKCs_(family)	1484	family	sTNF-alpha/TNFR1A/TRADD/RIP/TRAF2/p62/Atypical_PKCs_(complex)	14967	complex	component>
Atypical_PKCs_(family)	1484	family	IRAK/TRAF6/p62/Atypical_PKCs_(complex)	7590	complex	component>
NCOA2	9343	protein	Coactivators_of_PPARalpha_(family)	3028	family	member>
NCOA2	9343	protein	PPARG/RXRA/fatty_acid/Mediator/Coactivator_Complex_(complex)	12467	complex	component>
NCOA2	9343	protein	T-DHT/AR/TIF2/CARM1_(complex)	15226	complex	component>
NCOA2	9343	protein	EPO	4569	protein	-t>
NCOA2	9343	protein	RARs/TIF2/Cbp/p300/PCAF/9cRA_(complex)	13249	complex	component>
NCOA2	9343	protein	p/CIP/PCAF/TIF2/GRIP1/SRC1_(complex)	10786	complex	component>
NCOA2	9343	protein	RXR/RAR/p/CIP/PCAF/TIF2/GRIP1/SRC1/Retinoids_(complex)	13945	complex	component>
NCOA2	9343	protein	fatty_acid_oxidation_(abstract)	4983	abstract	-a|
NCOA2	9343	protein	cortisol/GR_alpha_(dimer)/TIF2_(complex)	3166	complex	component>
NCOA2	9343	protein	GR_beta/TIF2_(complex)	6029	complex	component>
NCOA2	9343	protein	E2/ERA_(dimer)/TIF2/P72/SRA1_(complex)	4087	complex	component>
Ku/Artemis/DNA-PKcs_(dimer)/Pol_Mu/XRCC4_(dimer)/Ligase_IV/Aprataxin_(complex)	8097	complex	double-strand_break_repair_via_nonhomologous_end_joining_(abstract)	3887	abstract	-a>
Activated_FGFR_complexed_with_FRS2-beta_(complex)	244	complex	Activated_FGFR_complexed_with_phosphorylated_FRS2-beta_(complex)	245	complex	-a>
NOTCH3	9835	protein	NOTCH3_heterodimer/DSL_(complex)	9837	complex	component>
NOTCH3	9835	protein	NECD3/DSL_(complex)	9414	complex	component>
NOTCH3	9835	protein	Notch_3_ligand-bound_fragment-Notch_ligand_complex_(complex)	9812	complex	component>
CRMP-2/NUMB/alpha_adaptin_(complex)	3254	complex	L1/NUMB/CRMP-2/alpha-adaptin_(complex)	8145	complex	component>
Q9BYK8	13013	protein	Coactivators_of_PPARalpha_(family)	3028	family	member>
Q9BYK8	13013	protein	PPARG/RXRA/fatty_acid/Mediator/Coactivator_Complex_(complex)	12467	complex	component>
ATR/ATRIP/ATM_(complex)	1482	complex	TP53	15835	protein	-a|
ATR/ATRIP/ATM_(complex)	1482	complex	CHEK1	2814	protein	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	BRCA1	1900	protein	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	Hus1/Rad1/Rad9/Rad17_(complex)	6821	complex	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	CHEK2	2815	protein	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	BRCA2	1916	protein	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	PLK3	12233	protein	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	protein_ubiquitination_(abstract)	12745	abstract	-a>
ATR/ATRIP/ATM_(complex)	1482	complex	BRCA1/CTIP_(complex)	1915	complex	-a|
MKK4_fragments_(family)	8956	family	MAPKKK_cascade_(abstract)	8619	abstract	-a|
alpha4/beta1_Integrin/Thrombospondin_(complex)	727	complex	cell_adhesion_(abstract)	2688	abstract	-a>
SDF-1/CXCR4/g-alpha-q_(complex)	14071	complex	PLCG1	12194	protein	-a>
SDF-1/CXCR4/g-alpha-q_(complex)	14071	complex	g-gamma/g-beta_(complex)	5424	complex	-a>
Laminin_4_(complex)	8176	complex	Laminin_(family)	8167	family	member>
Laminin_4_(complex)	8176	complex	alpha3/beta1_Integrin/Laminin_4_(complex)	703	complex	component>
Laminin_4_(complex)	8176	complex	alpha6/beta4_Integrin/Laminin_4_(complex)	768	complex	component>
G_beta/gamma/PI3K_(complex)	5401	complex	MAPKKK_cascade_(abstract)	8619	abstract	-a>
RET9/GFRalpha1/GDNF/SHC/Grb2/SOS1_(complex)	13511	complex	CREB1	3223	protein	-a|
CDK4/cyclin_D1_(complex)	2635	complex	E2F-1/p107_(complex)	4099	complex	-a|
RET51/GFRalpha1/GDNF/SHC/Grb2/SOS1_(complex)	13500	complex	CREB1	3223	protein	-a|
RXR/RAR/Retinoid_(complex)	13946	complex	CBP/p300/ACTR/RXR/CARM1/RAR/retinoids_(complex)	2319	complex	component>
RXR/RAR/Retinoid_(complex)	13946	complex	RXR/RAR/p/CIP/PCAF/TIF2/GRIP1/SRC1/Retinoids_(complex)	13945	complex	component>
USP8	16406	protein	RNF41	13732	protein	-a|
USP8	16406	protein	EGFR/EGFR/EGF/EGF_(complex)	4263	complex	-a|
EGR3	4304	protein	IL2	7127	protein	-t|
NOTCH3_heterodimer_(complex)	9836	complex	NOTCH3_heterodimer/DSL_(complex)	9837	complex	component>
NTM-NEC_3_heterodimer_(complex)	10058	complex	NTM-NEC3-Notch_ligand_complex_(complex)	10062	complex	component>
NR3C1-2	9918	protein	NR_(family)	9879	family	member>
NR3C1-2	9918	protein	cortisol/GR_alpha_(dimer)/TIF2_(complex)	3166	complex	component>
NR3C1-2	9918	protein	GR_beta/TIF2_(complex)	6029	complex	component>
NR3C1-3	9919	protein	NR_(family)	9879	family	member>
NR3C1-4	9920	protein	NR_(family)	9879	family	member>
NR3C1-5	9921	protein	NR_(family)	9879	family	member>
NR3C1-6	9922	protein	NR_(family)	9879	family	member>
NR3C1-7	9923	protein	NR_(family)	9879	family	member>
NR3C1-8	9924	protein	NR_(family)	9879	family	member>
NR3C1-9	9925	protein	NR_(family)	9879	family	member>
IL-1/IL-1R/MYD88/IRAK/TRAF6_(complex)	7032	complex	TAB1/TAK1_(complex)	15248	complex	-a>
IL-1/IL-1R/MYD88/IRAK/TRAF6_(complex)	7032	complex	IKK-alpha/MEKK1/NIK_(complex)	7024	complex	-a>
KSR/14-3-3_(dimer)/MEK1-2_(complex)	8083	complex	ERK1-2_(family)	4700	family	-a|
RBL2	13323	protein	p-T401S6721035-RBL2/SCF(Skp2)/Cks1_(complex)	10749	complex	component>
RBL2	13323	protein	METS/DP103/Sin3/HDAC2/5/NCOR2/SMRT/E2F-4/p107/p130_(complex)	8852	complex	component>
